Date,Open,High,Low,Close,Volume,Adj Close
2016-05-31,3.96,4.02,3.96,4.02,34659500,4.02
2016-05-27,3.98,4.00,3.95,3.96,22310900,3.96
2016-05-26,4.00,4.02,3.96,3.98,24766600,3.98
2016-05-25,3.95,4.00,3.95,4.00,37282200,4.00
2016-05-24,3.91,3.98,3.91,3.96,35125700,3.96
2016-05-23,3.92,3.95,3.91,3.91,23250600,3.91
2016-05-20,3.91,3.95,3.90,3.94,40996900,3.94
2016-05-19,3.87,3.92,3.86,3.91,31037700,3.91
2016-05-18,3.89,3.90,3.85,3.89,19237400,3.89
2016-05-17,3.91,3.93,3.88,3.89,29081200,3.89
2016-05-16,3.90,3.93,3.88,3.91,23407600,3.91
2016-05-13,3.91,3.95,3.89,3.89,23655200,3.89
2016-05-12,3.94,3.95,3.90,3.91,23907000,3.91
2016-05-11,3.96,3.98,3.93,3.93,13513000,3.93
2016-05-10,3.93,3.98,3.91,3.98,24581700,3.98
2016-05-09,3.92,3.95,3.91,3.93,21671400,3.93
2016-05-06,3.86,3.94,3.86,3.93,28243500,3.93
2016-05-05,3.89,3.93,3.88,3.88,19066300,3.88
2016-05-04,3.94,3.95,3.87,3.88,45230500,3.88
2016-05-03,3.97,3.99,3.92,3.95,34182900,3.95
2016-05-02,3.97,3.99,3.93,3.97,29049200,3.97
2016-04-29,3.91,3.96,3.89,3.95,39226500,3.95
2016-04-28,4.02,4.05,3.92,3.92,54332100,3.92
2016-04-27,3.98,4.01,3.96,3.98,30256300,3.98
2016-04-26,3.97,4.01,3.96,3.97,18693300,3.97
2016-04-25,3.95,3.98,3.93,3.97,23787400,3.97
2016-04-22,3.95,4.01,3.95,3.96,57195400,3.96
2016-04-21,3.95,3.97,3.92,3.94,40367200,3.94
2016-04-20,3.93,3.97,3.92,3.93,33861400,3.93
2016-04-19,3.85,3.93,3.84,3.93,59839300,3.93
2016-04-18,3.89,3.93,3.82,3.85,61978700,3.85
2016-04-15,3.92,3.93,3.88,3.90,26323300,3.90
2016-04-14,3.91,3.94,3.88,3.89,37926600,3.89
2016-04-13,3.87,3.94,3.86,3.92,58527300,3.92
2016-04-12,3.81,3.89,3.80,3.86,51360200,3.86
2016-04-11,3.83,3.87,3.81,3.81,61105200,3.81
2016-04-08,3.85,3.87,3.79,3.85,56198200,3.85
2016-04-07,3.93,3.94,3.79,3.82,76317500,3.82
2016-04-06,3.87,3.93,3.86,3.93,41537100,3.93
2016-04-05,3.88,3.89,3.83,3.87,44163300,3.87
2016-04-04,3.95,3.96,3.90,3.90,21333300,3.90
2016-04-01,3.95,4.00,3.93,3.96,56991200,3.96
2016-03-31,3.95,3.97,3.93,3.95,24577900,3.95
2016-03-30,3.94,3.96,3.91,3.96,28556000,3.96
2016-03-29,3.91,3.95,3.90,3.94,22578100,3.94
2016-03-28,3.88,3.94,3.87,3.91,16817600,3.91
2016-03-24,3.86,3.89,3.84,3.87,21362700,3.87
2016-03-23,3.92,3.92,3.85,3.86,26661900,3.86
2016-03-22,3.89,3.93,3.88,3.92,33125000,3.92
2016-03-21,3.93,3.97,3.89,3.91,29018900,3.91
2016-03-18,3.96,3.97,3.91,3.95,32090600,3.95
2016-03-17,3.93,3.97,3.92,3.94,23725000,3.94
2016-03-16,3.87,3.95,3.87,3.95,29887500,3.95
2016-03-15,3.89,3.92,3.86,3.90,21278000,3.90
2016-03-14,3.89,3.94,3.87,3.92,33659200,3.92
2016-03-11,3.90,3.93,3.88,3.91,53622800,3.91
2016-03-10,3.96,3.97,3.83,3.88,47536100,3.88
2016-03-09,3.90,3.97,3.89,3.95,29305400,3.95
2016-03-08,3.87,3.92,3.86,3.88,36526600,3.88
2016-03-07,3.88,3.97,3.87,3.90,50987900,3.90
2016-03-04,3.89,3.94,3.87,3.91,34859700,3.91
2016-03-03,3.83,3.90,3.82,3.87,28017500,3.87
2016-03-02,3.78,3.82,3.75,3.82,40092500,3.82
2016-03-01,3.74,3.79,3.72,3.76,47581800,3.76
2016-02-29,3.68,3.75,3.68,3.72,52317800,3.72
2016-02-26,3.71,3.74,3.67,3.69,41422400,3.69
2016-02-25,3.61,3.71,3.61,3.69,31331400,3.69
2016-02-24,3.57,3.64,3.54,3.60,41071700,3.60
2016-02-23,3.67,3.70,3.60,3.61,36109500,3.61
2016-02-22,3.66,3.72,3.65,3.70,38876500,3.70
2016-02-19,3.55,3.65,3.54,3.62,38529600,3.62
2016-02-18,3.57,3.59,3.54,3.58,31993400,3.58
2016-02-17,3.51,3.59,3.50,3.57,36141200,3.57
2016-02-16,3.49,3.50,3.42,3.49,35586900,3.49
2016-02-12,3.43,3.46,3.38,3.46,31424900,3.46
2016-02-11,3.34,3.42,3.32,3.38,35223000,3.38
2016-02-10,3.39,3.45,3.36,3.40,37084600,3.40
2016-02-09,3.34,3.40,3.31,3.35,41649200,3.35
2016-02-08,3.36,3.39,3.29,3.36,47640400,3.36
2016-02-05,3.51,3.52,3.40,3.42,52071500,3.42
2016-02-04,3.49,3.56,3.47,3.51,31792900,3.51
2016-02-03,3.59,3.60,3.47,3.50,56245100,3.50
2016-02-02,3.64,3.67,3.56,3.57,63187200,3.57
2016-02-01,3.69,3.74,3.64,3.72,35440800,3.72
2016-01-29,3.67,3.73,3.66,3.70,29196700,3.70
2016-01-28,3.66,3.69,3.59,3.64,31207000,3.64
2016-01-27,3.70,3.75,3.63,3.63,28904700,3.63
2016-01-26,3.68,3.73,3.65,3.73,24294500,3.73
2016-01-25,3.72,3.73,3.64,3.65,32370700,3.65
2016-01-22,3.72,3.77,3.71,3.73,23135300,3.73
2016-01-21,3.61,3.72,3.58,3.66,48632500,3.66
2016-01-20,3.60,3.63,3.45,3.60,54409000,3.60
2016-01-19,3.65,3.68,3.60,3.66,31706100,3.66
2016-01-15,3.62,3.67,3.59,3.63,51858500,3.63
2016-01-14,3.71,3.77,3.63,3.72,38439400,3.72
2016-01-13,3.80,3.82,3.67,3.71,33886600,3.71
2016-01-12,3.85,3.86,3.76,3.79,28951500,3.79
2016-01-11,3.83,3.84,3.76,3.82,34552000,3.82
2016-01-08,3.84,3.87,3.79,3.81,29613100,3.81
2016-01-07,3.83,3.88,3.82,3.84,33252300,3.84
2016-01-06,3.90,3.94,3.86,3.89,32568400,3.89
2016-01-05,3.97,3.99,3.90,3.91,35008300,3.91
2016-01-04,4.03,4.04,3.93,3.95,32839800,3.95
2015-12-31,4.06,4.10,4.05,4.07,26130900,4.07
2015-12-30,4.09,4.11,4.07,4.07,12101300,4.07
2015-12-29,4.08,4.11,4.07,4.09,18025000,4.09
2015-12-28,4.07,4.11,4.04,4.07,19540800,4.07
2015-12-24,4.09,4.12,4.08,4.09,17868900,4.09
2015-12-23,4.04,4.09,4.03,4.07,26375800,4.07
2015-12-22,4.01,4.05,3.99,4.02,18303300,4.02
2015-12-21,4.00,4.01,3.97,4.00,17358000,4.00
2015-12-18,4.02,4.03,3.97,3.99,43971600,3.99
2015-12-17,4.09,4.11,4.01,4.02,23584500,4.02
2015-12-16,4.09,4.10,4.02,4.09,25379400,4.09
2015-12-15,4.16,4.17,4.07,4.07,59621500,4.07
2015-12-14,4.01,4.03,3.96,4.00,29754700,4.00
2015-12-11,4.02,4.05,3.96,4.01,42276400,4.01
2015-12-10,4.02,4.08,4.02,4.06,22661800,4.06
2015-12-09,4.01,4.07,4.00,4.01,25372300,4.01
2015-12-08,4.01,4.05,4.00,4.00,25294000,4.00
2015-12-07,4.08,4.09,4.03,4.04,23811900,4.04
2015-12-04,4.06,4.11,4.05,4.09,22788300,4.09
2015-12-03,4.11,4.14,4.02,4.06,33141700,4.06
2015-12-02,4.17,4.18,4.11,4.11,18783400,4.11
2015-12-01,4.12,4.17,4.12,4.16,23334000,4.16
2015-11-30,4.13,4.14,4.09,4.11,23325400,4.11
2015-11-27,4.11,4.14,4.10,4.14,8268400,4.14
2015-11-25,4.11,4.13,4.10,4.12,11203600,4.12
2015-11-24,4.14,4.14,4.09,4.11,16169000,4.11
2015-11-23,4.17,4.20,4.13,4.14,18784400,4.14
2015-11-20,4.16,4.19,4.14,4.19,25200300,4.19
2015-11-19,4.14,4.16,4.12,4.15,20191100,4.15
2015-11-18,4.08,4.16,4.08,4.14,19072500,4.14
2015-11-17,4.08,4.12,4.07,4.08,22104300,4.08
2015-11-16,4.08,4.11,4.02,4.10,20060300,4.10
2015-11-13,4.10,4.12,4.07,4.08,20273400,4.08
2015-11-12,4.13,4.15,4.07,4.11,47098400,4.11
2015-11-11,4.15,4.19,4.12,4.13,31689500,4.13
2015-11-10,4.11,4.15,4.07,4.14,26159100,4.14
2015-11-09,4.08,4.11,4.05,4.11,25276000,4.11
2015-11-06,4.11,4.14,4.09,4.10,25370300,4.10
2015-11-05,4.16,4.16,4.08,4.12,26530200,4.12
2015-11-04,4.14,4.17,4.09,4.16,28666900,4.16
2015-11-03,4.12,4.15,4.11,4.13,18583300,4.13
2015-11-02,4.09,4.16,4.08,4.13,25482100,4.13
2015-10-30,4.14,4.15,4.08,4.08,33352500,4.08
2015-10-29,4.11,4.18,4.10,4.13,30655400,4.13
2015-10-28,4.09,4.15,4.07,4.11,40731400,4.11
2015-10-27,4.09,4.10,4.03,4.08,28954800,4.08
2015-10-26,4.03,4.10,4.01,4.08,35532800,4.08
2015-10-23,4.02,4.07,3.98,4.02,47621500,4.02
2015-10-22,3.94,4.05,3.89,3.97,63945400,3.97
2015-10-21,4.04,4.07,3.90,3.91,40475800,3.91
2015-10-20,3.94,4.02,3.92,4.01,36079300,4.01
2015-10-19,3.96,3.97,3.93,3.94,18874600,3.94
2015-10-16,3.97,4.00,3.94,3.96,18540700,3.96
2015-10-15,3.94,3.96,3.91,3.96,19065100,3.96
2015-10-14,3.92,3.94,3.88,3.93,31245100,3.93
2015-10-13,3.91,3.94,3.90,3.91,14663800,3.91
2015-10-12,3.85,3.94,3.85,3.92,22211800,3.92
2015-10-09,3.90,3.92,3.84,3.85,35567000,3.85
2015-10-08,3.89,3.93,3.88,3.89,19907700,3.89
2015-10-07,3.93,3.97,3.87,3.89,45918600,3.89
2015-10-06,3.86,3.92,3.86,3.91,29782300,3.91
2015-10-05,3.84,3.88,3.83,3.87,29452700,3.87
2015-10-02,3.77,3.83,3.69,3.83,29458800,3.83
2015-10-01,3.76,3.82,3.75,3.79,28230200,3.79
2015-09-30,3.69,3.76,3.68,3.74,24438200,3.74
2015-09-29,3.72,3.74,3.65,3.65,26428400,3.65
2015-09-28,3.79,3.79,3.70,3.72,36527000,3.72
2015-09-25,3.81,3.83,3.76,3.80,20153400,3.80
2015-09-24,3.82,3.84,3.77,3.78,31034400,3.78
2015-09-23,3.85,3.88,3.82,3.83,15050800,3.83
2015-09-22,3.82,3.85,3.81,3.85,17181600,3.85
2015-09-21,3.83,3.88,3.81,3.85,21066500,3.85
2015-09-18,3.85,3.88,3.79,3.82,40414000,3.82
