Date,Open,High,Low,Close,Volume,Adj Close
2016-05-31,55.50,55.50,54.700001,54.889999,11960900,54.889999
2016-05-27,55.360001,55.549999,55.099998,55.150002,6629300,55.150002
2016-05-26,55.549999,55.869999,54.950001,55.290001,9439000,55.290001
2016-05-25,55.200001,55.459999,54.950001,55.150002,8115500,55.150002
2016-05-24,54.740002,55.619999,54.68,55.439999,7745600,55.439999
2016-05-23,54.619999,54.82,54.290001,54.599998,7322200,54.599998
2016-05-20,54.880001,55.369999,54.580002,54.619999,8148600,54.619999
2016-05-19,54.43,54.619999,54.189999,54.549999,7560300,54.549999
2016-05-18,54.759998,55.169998,54.380001,54.799999,7455200,54.799999
2016-05-17,55.380001,55.639999,54.509998,54.880001,10514900,54.880001
2016-05-16,55.700001,55.77,55.200001,55.529999,9521800,55.529999
2016-05-13,56.43,56.599998,55.73,55.82,5426300,55.82
2016-05-12,56.57,56.790001,55.82,56.299999,6778700,56.299999
2016-05-11,57.130001,57.389999,56.09,56.23,8087100,56.23
2016-05-10,56.849998,57.599998,56.709999,57.490002,7918500,57.490002
2016-05-09,56.32,56.93,56.23,56.639999,5975300,56.639999
2016-05-06,55.959999,56.32,55.380001,56.310001,6375900,56.310001
2016-05-05,56.369999,56.77,56.009998,56.25,6188100,56.25
2016-05-04,55.98,56.650002,55.799999,56.389999,6502000,56.389999
2016-05-03,56.700001,57.060001,56.139999,56.25,7803200,56.25
2016-05-02,56.290001,57.369999,56.110001,57.360001,8616200,57.16
2016-04-29,56.02,56.43,55.290001,56.23,12133400,56.033939
2016-04-28,56.59,57.360001,56.32,56.419998,9196600,56.223276
2016-04-27,57.509998,57.650002,56.619999,56.900002,12390800,56.701605
2016-04-26,58.049999,58.669998,57.560001,57.720001,8839100,57.518746
2016-04-25,57.619999,57.959999,57.580002,57.77,8428000,57.568571
2016-04-22,59.009998,59.099998,57.029999,57.68,29836700,57.478884
2016-04-21,60.900002,61.099998,60.48,60.639999,12799100,60.428563
2016-04-20,61.040001,61.43,60.849998,60.900002,5558800,60.687658
2016-04-19,61.16,61.25,60.48,60.900002,7283600,60.687658
2016-04-18,60.689999,61.07,60.360001,60.889999,7228600,60.677691
2016-04-15,60.240002,60.619999,60.009998,60.509998,5965300,60.299015
2016-04-14,60.259998,60.400002,59.91,60.130001,5157400,59.920343
2016-04-13,60.32,61.080002,59.75,60.209999,9898500,60.000062
2016-04-12,58.950001,59.68,58.369999,59.50,17565800,59.292538
2016-04-11,61.220001,61.50,60.779999,60.900002,6103400,60.687658
2016-04-08,61.50,61.639999,60.700001,61.040001,5064900,60.82717
2016-04-07,60.59,61.540001,60.540001,61.169998,8239200,60.956714
2016-04-06,60.02,60.91,59.91,60.830002,5667300,60.617903
2016-04-05,59.880001,60.23,59.439999,60.040001,4994800,59.830656
2016-04-04,61.099998,61.18,60.080002,60.25,5799900,60.039923
2016-04-01,59.610001,61.169998,59.41,61.02,9401100,60.807239
2016-03-31,59.77,60.209999,59.68,59.700001,5622800,59.491842
2016-03-30,60.00,60.259998,59.509998,60.009998,5723500,59.800758
2016-03-29,58.82,59.740002,58.82,59.549999,6031400,59.342363
2016-03-28,58.560001,59.470001,58.400002,58.959999,5791600,58.75442
2016-03-24,58.700001,58.790001,58.279999,58.360001,5948300,58.156514
2016-03-23,59.139999,59.400002,58.689999,58.830002,5794500,58.624876
2016-03-22,59.00,59.549999,58.57,59.380001,8246800,59.172958
2016-03-21,59.560001,59.860001,59.02,59.099998,6487200,58.893931
2016-03-18,59.91,60.450001,59.43,59.700001,14313600,59.491842
2016-03-17,59.470001,59.98,59.369999,59.549999,7734700,59.342363
2016-03-16,58.650002,59.82,58.650002,59.669998,8069400,59.461944
2016-03-15,58.32,59.16,58.169998,59.080002,7428500,58.874004
2016-03-14,57.580002,58.779999,57.50,58.650002,9053300,58.445503
2016-03-11,58.099998,58.099998,56.57,57.59,15497600,57.389198
2016-03-10,57.509998,57.860001,56.919998,57.52,7023800,57.319442
2016-03-09,57.779999,57.970001,56.790001,57.07,9734600,56.871011
2016-03-08,57.580002,58.23,57.259998,57.599998,8127400,57.399162
2016-03-07,58.439999,58.669998,57.310001,58.00,9199100,57.797768
2016-03-04,59.139999,59.189999,58.23,58.700001,8344800,58.495328
2016-03-03,59.119999,59.200001,58.200001,59.040001,8261900,58.834143
2016-03-02,59.830002,60.00,58.830002,59.560001,8856400,59.35233
2016-03-01,58.77,60.200001,58.50,60.040001,9183600,59.830656
2016-02-29,58.25,59.150002,58.099998,58.209999,7645100,58.007035
2016-02-26,59.00,59.209999,57.919998,58.34,7473400,58.136583
2016-02-25,58.459999,58.75,58.00,58.75,6262100,58.545153
2016-02-24,57.209999,58.349998,56.279999,58.110001,10780900,57.907385
